product_id,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level
799459.0,Vitamins,Pharmacy,"Garg, Kari and Kapur",852.02,1065.02,20.0,365.0,29.0,66.0
264803.0,Vitamins,Pharmacy,Gole-Doshi,995.98,1244.97,20.0,365.0,17.0,69.0
851978.0,Vitamins,Pharmacy,Parsa-Bala,715.72,894.65,20.0,365.0,28.0,92.0
992178.0,Pain Reliever,Pharmacy,Basu and Sons,632.43,790.54,20.0,365.0,16.0,89.0
56589.0,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",517.77,647.21,20.0,365.0,16.0,85.0
26060.0,Vitamins,Pharmacy,Shah and Sons,342.94,428.67,20.0,365.0,25.0,57.0
33797.0,Pain Reliever,Pharmacy,Gaba LLC,888.12,1110.15,20.0,365.0,12.0,51.0
123983.0,Cough Syrup,Pharmacy,Kurian-Chhabra,785.67,982.09,20.0,365.0,25.0,72.0
237083.0,Cough Syrup,Pharmacy,Hayer-Banerjee,577.13,721.41,20.0,365.0,24.0,86.0
154179.0,Pain Reliever,Pharmacy,"Barad, Devi and Andra",582.87,728.59,20.0,365.0,10.0,59.0
298985.0,Vitamins,Pharmacy,"Ramanathan, Joshi and Srinivasan",183.76,229.7,20.0,365.0,11.0,61.0
444361.0,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",822.63,1028.29,20.0,365.0,20.0,71.0
679284.0,Cough Syrup,Pharmacy,Pant LLC,877.89,1097.36,20.0,365.0,28.0,95.0
240179.0,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365.0,20.0,56.0
673058.0,Cough Syrup,Pharmacy,Balan-Madan,765.76,957.2,20.0,365.0,30.0,94.0
114414.0,Vitamins,Pharmacy,Kara-Golla,832.06,1040.07,20.0,365.0,26.0,66.0
