order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
9272166174.0,31701.0,2023-07-27 06:36:38,2023-07-27 06:38:38,2.0,1.13,On Time,Traffic
9416522701.0,14560.0,2024-01-22 03:22:25,2024-01-22 03:22:25,0.0,2.82,On Time,
7305871805.0,57764.0,2024-09-11 14:39:55,2024-09-11 14:38:55,-1.0,0.87,On Time,
80296810.0,15362.0,2024-06-05 03:52:45,2024-06-05 03:51:45,-1.0,2.47,On Time,
2806868282.0,5821.0,2024-09-26 15:30:34,2024-09-26 15:27:34,-3.0,3.65,On Time,
707033578.0,33360.0,2024-01-30 00:48:25,2024-01-30 00:49:25,1.0,3.54,On Time,Traffic
9026783092.0,51457.0,2023-10-09 16:44:24,2023-10-09 16:59:24,15.0,4.1,Slightly Delayed,Traffic
6229466619.0,63864.0,2023-06-05 07:30:36,2023-06-05 07:38:36,8.0,1.71,Slightly Delayed,Traffic
408720270.0,2311.0,2024-06-26 22:22:35,2024-06-26 22:38:35,16.0,1.09,Significantly Delayed,Traffic
8870165072.0,53009.0,2023-11-03 10:20:42,2023-11-03 10:25:42,5.0,0.8,On Time,Traffic
1979319490.0,28727.0,2024-01-14 01:37:07,2024-01-14 01:41:07,4.0,1.06,On Time,Traffic
840761323.0,88697.0,2024-03-09 06:30:43,2024-03-09 06:34:43,4.0,3.99,On Time,Traffic
744721438.0,47635.0,2024-02-25 13:03:11,2024-02-25 13:15:11,12.0,4.3,Slightly Delayed,Traffic
7421707488.0,29051.0,2023-11-03 23:02:39,2023-11-03 22:58:39,-4.0,1.44,On Time,
1212718824.0,72361.0,2024-01-01 10:13:45,2024-01-01 10:08:45,-5.0,4.18,On Time,
9603256001.0,5981.0,2023-05-08 16:06:46,2023-05-08 16:18:46,12.0,2.98,Slightly Delayed,Traffic
5626888972.0,53381.0,2024-04-13 17:26:30,2024-04-13 17:29:30,3.0,2.32,On Time,Traffic
2300753276.0,88145.0,2023-12-07 04:30:20,2023-12-07 04:39:20,9.0,1.49,Slightly Delayed,Traffic
869629562.0,80715.0,2023-05-05 21:38:44,2023-05-05 21:35:44,-3.0,4.42,On Time,
3429137520.0,82673.0,2024-03-16 19:42:52,2024-03-16 19:39:52,-3.0,1.67,On Time,
9957927297.0,17981.0,2023-06-07 05:30:44,2023-06-07 05:32:44,2.0,0.97,On Time,Traffic
202466684.0,51649.0,2023-08-08 06:16:23,2023-08-08 06:11:23,-5.0,1.48,On Time,
8465721207.0,56612.0,2024-06-21 09:15:00,2024-06-21 09:10:00,-5.0,2.05,On Time,
6194827199.0,674.0,2023-12-20 19:11:47,2023-12-20 19:07:47,-4.0,0.62,On Time,
3942174431.0,9886.0,2024-02-17 05:12:33,2024-02-17 05:22:33,10.0,3.08,Slightly Delayed,Traffic
3189863462.0,54721.0,2024-06-17 13:44:48,2024-06-17 13:41:48,-3.0,2.7,On Time,
5923573134.0,74712.0,2024-02-17 20:16:29,2024-02-17 20:21:29,5.0,2.43,On Time,Traffic
6659747528.0,93772.0,2024-09-28 18:45:40,2024-09-28 18:45:40,0.0,2.52,On Time,
6037541687.0,39815.0,2023-12-10 22:43:05,2023-12-10 22:45:05,2.0,2.23,On Time,Traffic
2585438297.0,93144.0,2023-08-20 13:11:45,2023-08-20 13:16:45,5.0,3.99,On Time,Traffic
8065774615.0,66569.0,2023-12-12 11:10:21,2023-12-12 11:35:21,25.0,4.95,Significantly Delayed,Traffic
1816814476.0,42751.0,2024-11-04 14:02:21,2024-11-04 14:05:21,3.0,0.55,On Time,Traffic
5278014717.0,87933.0,2024-04-15 03:59:28,2024-04-15 04:04:28,5.0,4.94,On Time,Traffic
4265447949.0,34338.0,2024-08-16 02:36:34,2024-08-16 03:01:34,25.0,4.0,Significantly Delayed,Traffic
6752221435.0,71642.0,2024-02-10 16:10:18,2024-02-10 16:14:18,4.0,0.55,On Time,Traffic
8943989258.0,43725.0,2023-12-10 11:17:33,2023-12-10 11:20:33,3.0,0.8,On Time,Traffic
4068367936.0,95706.0,2024-09-21 02:09:08,2024-09-21 02:08:08,-1.0,3.56,On Time,
5735156904.0,89407.0,2023-04-01 16:40:21,2023-04-01 16:53:21,13.0,4.91,Slightly Delayed,Traffic
2405929115.0,83049.0,2024-09-09 09:19:24,2024-09-09 09:42:24,23.0,2.23,Significantly Delayed,Traffic
7913167260.0,69504.0,2023-04-19 01:10:00,2023-04-19 01:39:00,29.0,3.92,Significantly Delayed,Traffic
1989751369.0,1261.0,2023-05-18 23:10:49,2023-05-18 23:22:49,12.0,2.92,Slightly Delayed,Traffic
7338050095.0,68204.0,2024-10-15 03:19:28,2024-10-15 03:17:28,-2.0,2.31,On Time,
9950986048.0,46130.0,2023-09-09 08:50:21,2023-09-09 08:53:21,3.0,3.9,On Time,Traffic
5098703807.0,46866.0,2024-06-10 02:13:34,2024-06-10 02:11:34,-2.0,4.46,On Time,
6937485392.0,42361.0,2023-05-23 22:57:56,2023-05-23 23:05:56,8.0,4.79,Slightly Delayed,Traffic
1266440097.0,43520.0,2024-01-01 03:47:25,2024-01-01 03:42:25,-5.0,4.01,On Time,
7415490509.0,48639.0,2023-07-08 14:15:31,2023-07-08 14:14:31,-1.0,4.12,On Time,
7284991749.0,4135.0,2023-12-10 09:47:57,2023-12-10 09:46:57,-1.0,2.92,On Time,
4645792703.0,36301.0,2023-12-04 23:23:48,2023-12-04 23:18:48,-5.0,2.04,On Time,
3174938939.0,50364.0,2023-03-27 06:25:38,2023-03-27 06:25:38,0.0,3.76,On Time,
1752712049.0,67307.0,2024-08-31 16:13:49,2024-08-31 16:25:49,12.0,4.33,Slightly Delayed,Traffic
8187201830.0,55955.0,2024-04-30 04:43:38,2024-04-30 04:39:38,-4.0,4.44,On Time,
6900896329.0,97185.0,2024-02-01 02:39:06,2024-02-01 02:41:06,2.0,2.14,On Time,Traffic
3793977529.0,52853.0,2023-09-02 19:22:26,2023-09-02 19:22:26,0.0,4.5,On Time,
194459698.0,66295.0,2023-06-15 15:59:24,2023-06-15 15:58:24,-1.0,1.01,On Time,
9330447952.0,8867.0,2024-03-30 18:40:14,2024-03-30 18:45:14,5.0,3.13,On Time,Traffic
2097372277.0,42338.0,2024-01-25 05:00:48,2024-01-25 04:56:48,-4.0,0.71,On Time,
7060954153.0,21872.0,2023-11-01 21:12:47,2023-11-01 21:07:47,-5.0,1.89,On Time,
2921310646.0,45581.0,2024-07-08 14:42:33,2024-07-08 14:42:33,0.0,4.35,On Time,
3983082555.0,75005.0,2023-06-05 06:14:09,2023-06-05 06:36:09,22.0,2.56,Significantly Delayed,Traffic
4867298468.0,88574.0,2024-04-23 09:51:05,2024-04-23 09:55:05,4.0,1.6,On Time,Traffic
3402631472.0,82219.0,2024-05-03 21:43:40,2024-05-03 21:43:40,0.0,4.47,On Time,
1648146562.0,49114.0,2023-05-14 23:26:30,2023-05-14 23:23:30,-3.0,3.06,On Time,
5907766010.0,85975.0,2024-10-07 14:22:49,2024-10-07 14:33:49,11.0,4.11,Slightly Delayed,Traffic
9233577456.0,29353.0,2023-12-30 04:14:41,2023-12-30 04:13:41,-1.0,4.29,On Time,
4084808075.0,65980.0,2024-10-11 17:56:30,2024-10-11 17:54:30,-2.0,0.66,On Time,
7217049550.0,56744.0,2024-07-11 09:45:17,2024-07-11 10:09:17,24.0,2.87,Significantly Delayed,Traffic
1831943568.0,31014.0,2024-05-23 17:34:24,2024-05-23 17:39:24,5.0,1.86,On Time,Traffic
8707473624.0,54941.0,2023-12-20 08:46:35,2023-12-20 08:43:35,-3.0,4.9,On Time,
7075868285.0,69398.0,2024-03-01 06:16:05,2024-03-01 06:20:05,4.0,3.48,On Time,Traffic
5164162918.0,69542.0,2023-11-18 15:16:10,2023-11-18 15:15:10,-1.0,3.51,On Time,
2175298644.0,37111.0,2024-05-11 05:30:19,2024-05-11 05:28:19,-2.0,2.91,On Time,
5882568464.0,93909.0,2023-04-13 08:39:05,2023-04-13 08:37:05,-2.0,2.42,On Time,
7847708619.0,9898.0,2023-10-23 01:17:21,2023-10-23 01:18:21,1.0,2.54,On Time,Traffic
6366048116.0,82257.0,2024-08-05 09:08:18,2024-08-05 09:06:18,-2.0,2.19,On Time,
4926287333.0,94821.0,2023-08-08 02:59:21,2023-08-08 03:00:21,1.0,2.68,On Time,Traffic
5532838325.0,57010.0,2024-07-24 23:40:26,2024-07-24 23:37:26,-3.0,3.85,On Time,
2567996236.0,61790.0,2023-10-31 08:21:08,2023-10-31 08:20:08,-1.0,1.0,On Time,
2655613624.0,94896.0,2024-06-26 13:33:57,2024-06-26 14:02:57,29.0,1.78,Significantly Delayed,Traffic
7706089549.0,35200.0,2023-10-08 04:24:20,2023-10-08 04:24:20,0.0,3.96,On Time,
8257370396.0,11969.0,2023-12-24 08:26:46,2023-12-24 08:42:46,16.0,1.33,Significantly Delayed,Traffic
8623808984.0,79827.0,2024-04-13 05:49:58,2024-04-13 05:55:58,6.0,3.27,Slightly Delayed,Traffic
7579506101.0,80056.0,2023-04-06 01:28:48,2023-04-06 01:25:48,-3.0,2.05,On Time,
8861024199.0,53729.0,2023-11-29 06:03:08,2023-11-29 05:59:08,-4.0,0.54,On Time,
7666131311.0,35447.0,2023-05-01 15:57:52,2023-05-01 16:02:52,5.0,4.09,On Time,Traffic
103589925.0,83678.0,2024-05-17 23:42:05,2024-05-17 23:52:05,10.0,1.05,Slightly Delayed,Traffic
7346858138.0,83804.0,2023-11-22 16:58:38,2023-11-22 16:55:38,-3.0,1.78,On Time,
4963962664.0,10652.0,2023-09-28 12:02:23,2023-09-28 11:58:23,-4.0,4.59,On Time,
9069936094.0,80189.0,2024-06-23 13:08:13,2024-06-23 13:31:13,23.0,3.6,Significantly Delayed,Traffic
4665363191.0,15760.0,2024-10-13 20:05:11,2024-10-13 20:11:11,6.0,1.61,Slightly Delayed,Traffic
888510905.0,21909.0,2024-06-27 18:18:56,2024-06-27 18:30:56,12.0,1.18,Slightly Delayed,Traffic
6876091286.0,77863.0,2024-10-05 00:38:02,2024-10-05 00:36:02,-2.0,1.57,On Time,
2592923105.0,23178.0,2023-04-23 00:14:24,2023-04-23 00:37:24,23.0,4.84,Significantly Delayed,Traffic
2468550508.0,24846.0,2024-08-21 14:03:50,2024-08-21 14:06:50,3.0,3.31,On Time,Traffic
5302956276.0,6274.0,2024-01-22 22:52:17,2024-01-22 22:52:17,0.0,3.16,On Time,
9409714182.0,4084.0,2023-05-25 05:29:31,2023-05-25 05:41:31,12.0,0.86,Slightly Delayed,Traffic
1446221570.0,213.0,2024-09-26 10:13:18,2024-09-26 10:12:18,-1.0,1.43,On Time,
8250036360.0,65016.0,2024-06-21 14:20:28,2024-06-21 14:21:28,1.0,4.62,On Time,Traffic
447464341.0,85334.0,2024-03-03 13:06:39,2024-03-03 13:13:39,7.0,4.08,Slightly Delayed,Traffic
15642223.0,43306.0,2023-11-06 21:24:23,2023-11-06 21:27:23,3.0,1.44,On Time,Traffic
3285378238.0,8991.0,2024-08-15 05:41:32,2024-08-15 05:56:32,15.0,1.46,Slightly Delayed,Traffic
2356483296.0,38401.0,2023-07-25 17:24:01,2023-07-25 17:32:01,8.0,3.25,Slightly Delayed,Traffic
3382911339.0,84662.0,2023-12-12 14:53:18,2023-12-12 14:52:18,-1.0,4.92,On Time,
3690872026.0,56377.0,2023-07-09 08:21:37,2023-07-09 08:26:37,5.0,3.81,On Time,Traffic
6755367585.0,56444.0,2024-09-03 19:00:34,2024-09-03 18:57:34,-3.0,4.56,On Time,
6835850079.0,92568.0,2023-08-13 23:06:33,2023-08-13 23:09:33,3.0,3.44,On Time,Traffic
9345418784.0,24395.0,2024-02-22 10:23:24,2024-02-22 10:27:24,4.0,4.58,On Time,Traffic
7185243614.0,27663.0,2024-01-10 19:20:39,2024-01-10 19:22:39,2.0,2.47,On Time,Traffic
2319044818.0,66486.0,2024-04-06 20:45:22,2024-04-06 20:41:22,-4.0,1.98,On Time,
931834374.0,48992.0,2024-09-30 13:11:20,2024-09-30 13:11:20,0.0,1.72,On Time,
8485398781.0,70167.0,2024-04-20 19:17:45,2024-04-20 19:17:45,0.0,0.62,On Time,
9806464912.0,89278.0,2024-08-21 12:19:48,2024-08-21 12:33:48,14.0,4.41,Slightly Delayed,Traffic
8214365128.0,68269.0,2024-07-10 18:18:38,2024-07-10 18:14:38,-4.0,2.87,On Time,
137089318.0,32581.0,2024-05-23 15:53:38,2024-05-23 15:48:38,-5.0,3.62,On Time,
7615602420.0,91821.0,2024-05-30 09:32:58,2024-05-30 09:37:58,5.0,2.32,On Time,Traffic
3995348964.0,62259.0,2024-06-03 16:34:56,2024-06-03 16:38:56,4.0,4.1,On Time,Traffic
3816542830.0,38895.0,2023-08-18 15:04:14,2023-08-18 15:00:14,-4.0,1.05,On Time,
9665004924.0,98396.0,2023-07-29 15:48:25,2023-07-29 15:47:25,-1.0,3.11,On Time,
1728547597.0,80933.0,2024-06-09 08:04:29,2024-06-09 08:23:29,19.0,2.16,Significantly Delayed,Traffic
5311190131.0,30345.0,2024-03-04 01:01:19,2024-03-04 01:02:19,1.0,2.18,On Time,Traffic
9581592141.0,70962.0,2024-01-22 23:30:37,2024-01-22 23:30:37,0.0,1.44,On Time,
4848863693.0,56307.0,2024-09-12 04:54:20,2024-09-12 04:51:20,-3.0,3.47,On Time,
6374883107.0,32067.0,2023-08-19 08:20:07,2023-08-19 08:41:07,21.0,4.8,Significantly Delayed,Traffic
3270131216.0,44043.0,2024-02-10 15:14:10,2024-02-10 15:28:10,14.0,4.44,Slightly Delayed,Traffic
2643382562.0,74374.0,2023-07-24 22:48:03,2023-07-24 22:48:03,0.0,1.49,On Time,
5212524996.0,13215.0,2023-12-10 22:25:30,2023-12-10 22:26:30,1.0,4.2,On Time,Traffic
9594095277.0,61215.0,2024-03-10 04:56:08,2024-03-10 04:54:08,-2.0,1.97,On Time,
8375863419.0,89921.0,2024-08-26 12:29:17,2024-08-26 12:44:17,15.0,1.19,Slightly Delayed,Traffic
7523880783.0,23850.0,2024-10-13 14:06:50,2024-10-13 14:01:50,-5.0,3.8,On Time,
9670158103.0,18477.0,2024-03-11 13:08:36,2024-03-11 13:10:36,2.0,1.07,On Time,Traffic
4344108631.0,39923.0,2023-03-29 11:27:06,2023-03-29 11:37:06,10.0,3.98,Slightly Delayed,Traffic
2237858.0,97945.0,2023-04-02 04:00:11,2023-04-02 04:03:11,3.0,3.86,On Time,Traffic
3217791988.0,30480.0,2023-08-10 14:06:13,2023-08-10 14:04:13,-2.0,2.99,On Time,
3355718103.0,84679.0,2023-09-10 22:54:21,2023-09-10 22:51:21,-3.0,1.81,On Time,
9590518103.0,39579.0,2024-03-01 19:32:57,2024-03-01 19:33:57,1.0,3.73,On Time,Traffic
6610120274.0,83714.0,2024-07-19 01:30:09,2024-07-19 01:31:09,1.0,0.9,On Time,Traffic
1180899898.0,24863.0,2023-04-17 03:12:44,2023-04-17 03:15:44,3.0,2.5,On Time,Traffic
8758992688.0,722.0,2024-06-22 17:12:41,2024-06-22 17:37:41,25.0,1.35,Significantly Delayed,Traffic
6965716176.0,48850.0,2023-04-13 02:32:14,2023-04-13 02:34:14,2.0,4.53,On Time,Traffic
5527742274.0,98520.0,2023-12-16 05:32:27,2023-12-16 05:27:27,-5.0,2.61,On Time,
826610039.0,72915.0,2023-08-17 14:04:16,2023-08-17 14:03:16,-1.0,3.04,On Time,
3303891913.0,49372.0,2024-01-15 21:43:58,2024-01-15 21:48:58,5.0,2.77,On Time,Traffic
2489292878.0,88759.0,2023-10-01 09:02:12,2023-10-01 08:57:12,-5.0,4.76,On Time,
8589851630.0,4917.0,2024-05-28 14:22:08,2024-05-28 14:24:08,2.0,1.23,On Time,Traffic
4598897781.0,7752.0,2023-07-12 20:54:25,2023-07-12 21:04:25,10.0,3.07,Slightly Delayed,Traffic
6932356214.0,27028.0,2023-04-04 05:52:45,2023-04-04 06:06:45,14.0,1.35,Slightly Delayed,Traffic
3499004322.0,21541.0,2023-05-04 18:23:47,2023-05-04 18:22:47,-1.0,2.4,On Time,
7517620171.0,48840.0,2023-04-16 18:26:53,2023-04-16 18:21:53,-5.0,0.54,On Time,
172987148.0,66833.0,2024-11-03 16:56:53,2024-11-03 17:21:53,25.0,2.52,Significantly Delayed,Traffic
8347207794.0,88105.0,2024-08-17 22:18:06,2024-08-17 22:21:06,3.0,1.12,On Time,Traffic
9472355181.0,69066.0,2024-01-23 06:52:09,2024-01-23 06:55:09,3.0,2.8,On Time,Traffic
1315064289.0,62602.0,2024-07-27 03:16:12,2024-07-27 03:39:12,23.0,2.35,Significantly Delayed,Traffic
9371869941.0,6805.0,2023-10-12 00:13:41,2023-10-12 00:13:41,0.0,4.35,On Time,
5184568404.0,17462.0,2024-03-27 13:05:24,2024-03-27 13:01:24,-4.0,0.93,On Time,
5891002534.0,79352.0,2023-09-29 16:16:08,2023-09-29 16:26:08,10.0,3.92,Slightly Delayed,Traffic
1479730711.0,36251.0,2024-09-02 10:08:44,2024-09-02 10:29:44,21.0,4.51,Significantly Delayed,Traffic
7651037338.0,62537.0,2023-11-21 18:52:51,2023-11-21 18:52:51,0.0,2.86,On Time,
8763754537.0,16963.0,2024-10-07 05:47:23,2024-10-07 05:44:23,-3.0,0.83,On Time,
7683813608.0,86476.0,2023-06-06 21:44:26,2023-06-06 21:47:26,3.0,3.63,On Time,Traffic
6722955128.0,18697.0,2023-03-19 22:05:23,2023-03-19 22:01:23,-4.0,3.37,On Time,
8259274680.0,17260.0,2023-04-11 06:45:28,2023-04-11 06:43:28,-2.0,3.76,On Time,
4620484274.0,25174.0,2024-09-10 16:05:36,2024-09-10 16:18:36,13.0,4.36,Slightly Delayed,Traffic
8260569466.0,74085.0,2023-12-15 04:16:23,2023-12-15 04:12:23,-4.0,4.84,On Time,
8498916204.0,89588.0,2024-03-22 19:44:28,2024-03-22 19:44:28,0.0,4.77,On Time,
3209538967.0,78212.0,2024-05-07 09:35:34,2024-05-07 09:39:34,4.0,3.13,On Time,Traffic
2570640420.0,99899.0,2023-04-28 10:44:24,2023-04-28 10:48:24,4.0,2.92,On Time,Traffic
2066843639.0,37046.0,2024-05-25 00:32:13,2024-05-25 00:27:13,-5.0,3.92,On Time,
7402125753.0,26429.0,2023-11-01 18:26:28,2023-11-01 18:36:28,10.0,4.99,Slightly Delayed,Traffic
9171089443.0,27400.0,2024-09-10 20:21:14,2024-09-10 20:21:14,0.0,2.95,On Time,
3272079644.0,98992.0,2023-06-06 14:43:34,2023-06-06 14:46:34,3.0,2.67,On Time,Traffic
438111050.0,24502.0,2024-05-03 23:56:13,2024-05-03 23:54:13,-2.0,1.32,On Time,
7416160835.0,11914.0,2023-04-30 11:20:04,2023-04-30 11:17:04,-3.0,1.33,On Time,
4075074492.0,29293.0,2023-12-13 11:18:33,2023-12-13 11:41:33,23.0,2.96,Significantly Delayed,Traffic
5536024334.0,20631.0,2023-04-30 16:44:38,2023-04-30 16:40:38,-4.0,0.83,On Time,
2013140214.0,10693.0,2024-05-14 16:30:19,2024-05-14 16:35:19,5.0,0.51,On Time,Traffic
1113582397.0,38869.0,2023-12-17 14:40:17,2023-12-17 14:42:17,2.0,3.55,On Time,Traffic
1083928258.0,78940.0,2023-12-21 19:54:22,2023-12-21 19:58:22,4.0,0.64,On Time,Traffic
4906957374.0,2235.0,2023-09-16 20:06:47,2023-09-16 20:03:47,-3.0,0.79,On Time,
1876614122.0,4985.0,2023-08-23 23:38:54,2023-08-23 23:35:54,-3.0,4.12,On Time,
6556180328.0,83805.0,2024-06-03 20:57:59,2024-06-03 20:56:59,-1.0,4.26,On Time,
7960553477.0,75158.0,2024-02-24 05:40:38,2024-02-24 05:35:38,-5.0,4.56,On Time,
6335972517.0,51928.0,2023-07-08 20:14:51,2023-07-08 20:26:51,12.0,1.39,Slightly Delayed,Traffic
6254948159.0,72597.0,2023-10-16 07:34:34,2023-10-16 07:34:34,0.0,4.42,On Time,
7527936057.0,67699.0,2023-12-10 14:18:53,2023-12-10 14:20:53,2.0,2.96,On Time,Traffic
6257851675.0,91732.0,2024-04-23 22:26:04,2024-04-23 22:48:04,22.0,4.45,Significantly Delayed,Traffic
6832610950.0,37323.0,2023-09-01 09:33:43,2023-09-01 09:57:43,24.0,1.51,Significantly Delayed,Traffic
5085005195.0,92179.0,2024-03-05 20:13:27,2024-03-05 20:17:27,4.0,4.3,On Time,Traffic
2177207547.0,63474.0,2024-02-09 05:01:35,2024-02-09 04:59:35,-2.0,1.62,On Time,
3043364543.0,64723.0,2023-07-25 10:58:58,2023-07-25 11:00:58,2.0,0.6,On Time,Traffic
2823404098.0,52689.0,2024-03-03 03:33:55,2024-03-03 03:31:55,-2.0,4.66,On Time,
646676955.0,90187.0,2023-11-09 00:55:42,2023-11-09 00:51:42,-4.0,3.76,On Time,
5756607486.0,19872.0,2023-10-22 05:53:13,2023-10-22 05:51:13,-2.0,0.99,On Time,
9373691795.0,89555.0,2024-03-23 21:31:54,2024-03-23 21:35:54,4.0,1.26,On Time,Traffic
2611601543.0,21230.0,2023-07-23 00:49:11,2023-07-23 00:59:11,10.0,3.19,Slightly Delayed,Traffic
1491360686.0,45751.0,2023-03-21 16:00:01,2023-03-21 16:11:01,11.0,2.67,Slightly Delayed,Traffic
1824533423.0,37442.0,2023-05-21 13:13:19,2023-05-21 13:16:19,3.0,2.97,On Time,Traffic
2913841018.0,45079.0,2023-11-26 04:08:27,2023-11-26 04:08:27,0.0,4.32,On Time,
3141803761.0,54528.0,2023-10-09 15:35:40,2023-10-09 15:54:40,19.0,0.73,Significantly Delayed,Traffic
6184484468.0,97219.0,2024-10-14 03:45:47,2024-10-14 03:46:47,1.0,4.75,On Time,Traffic
4599327740.0,43635.0,2023-08-25 15:52:17,2023-08-25 15:52:17,0.0,0.55,On Time,
7479207574.0,23426.0,2024-04-03 02:03:33,2024-04-03 02:32:33,29.0,3.74,Significantly Delayed,Traffic
2996133401.0,8541.0,2024-04-14 22:16:03,2024-04-14 22:14:03,-2.0,1.35,On Time,
5972410040.0,62822.0,2024-08-11 07:38:14,2024-08-11 07:41:14,3.0,2.11,On Time,Traffic
4007593324.0,36657.0,2024-06-21 10:23:44,2024-06-21 10:27:44,4.0,3.37,On Time,Traffic
3428454405.0,81368.0,2023-08-13 22:57:01,2023-08-13 22:56:01,-1.0,1.63,On Time,
1160646195.0,53869.0,2023-04-24 17:17:19,2023-04-24 17:38:19,21.0,1.48,Significantly Delayed,Traffic
4376524554.0,75544.0,2023-03-16 09:25:00,2023-03-16 09:30:00,5.0,1.55,On Time,Traffic
1519072771.0,40607.0,2024-08-01 04:22:15,2024-08-01 04:24:15,2.0,1.52,On Time,Traffic
8203685394.0,92523.0,2024-02-23 07:17:38,2024-02-23 07:18:38,1.0,4.11,On Time,Traffic
7906789850.0,16598.0,2024-10-08 20:35:00,2024-10-08 20:41:00,6.0,1.17,Slightly Delayed,Traffic
8073770046.0,37431.0,2024-05-14 03:12:34,2024-05-14 03:25:34,13.0,3.42,Slightly Delayed,Traffic
5190202949.0,98623.0,2023-09-09 12:49:28,2023-09-09 13:01:28,12.0,1.62,Slightly Delayed,Traffic
8542325207.0,38846.0,2024-07-17 17:47:24,2024-07-17 17:50:24,3.0,4.04,On Time,Traffic
7566730050.0,47294.0,2023-05-14 13:12:57,2023-05-14 13:13:57,1.0,2.52,On Time,Traffic
176509722.0,60612.0,2023-10-16 22:46:31,2023-10-16 22:44:31,-2.0,1.92,On Time,
1894603222.0,90546.0,2023-10-16 07:27:33,2023-10-16 07:30:33,3.0,3.9,On Time,Traffic
2694800415.0,70355.0,2024-04-04 07:44:06,2024-04-04 07:39:06,-5.0,3.85,On Time,
5879390688.0,87608.0,2023-09-07 19:48:09,2023-09-07 19:54:09,6.0,2.02,Slightly Delayed,Traffic
1197715978.0,76039.0,2023-11-12 07:40:23,2023-11-12 07:43:23,3.0,3.68,On Time,Traffic
7790696031.0,60613.0,2023-05-12 17:13:08,2023-05-12 17:08:08,-5.0,4.31,On Time,
2189360099.0,48011.0,2023-08-19 06:16:43,2023-08-19 06:13:43,-3.0,4.48,On Time,
3542041943.0,91300.0,2024-09-06 01:23:42,2024-09-06 01:25:42,2.0,3.35,On Time,Traffic
9202469009.0,39748.0,2023-11-13 01:31:40,2023-11-13 01:28:40,-3.0,3.89,On Time,
3985829990.0,39267.0,2024-07-19 01:14:05,2024-07-19 01:28:05,14.0,1.63,Slightly Delayed,Traffic
4341872315.0,20388.0,2023-11-03 13:19:48,2023-11-03 13:20:48,1.0,1.37,On Time,Traffic
4748123248.0,93163.0,2023-08-01 10:15:42,2023-08-01 10:14:42,-1.0,2.43,On Time,
99905061.0,1750.0,2023-11-16 20:26:23,2023-11-16 20:34:23,8.0,3.18,Slightly Delayed,Traffic
9118004489.0,57515.0,2024-02-02 14:45:12,2024-02-02 14:41:12,-4.0,2.34,On Time,
1696936610.0,10006.0,2023-09-13 23:46:44,2023-09-13 23:50:44,4.0,3.08,On Time,Traffic
155669553.0,73940.0,2023-04-06 14:38:38,2023-04-06 14:36:38,-2.0,0.77,On Time,
2885541999.0,97766.0,2023-09-13 22:27:12,2023-09-13 22:24:12,-3.0,0.83,On Time,
2846340681.0,1441.0,2023-06-08 06:29:52,2023-06-08 06:32:52,3.0,2.36,On Time,Traffic
963715332.0,74026.0,2024-07-18 22:39:26,2024-07-18 22:54:26,15.0,0.55,Slightly Delayed,Traffic
2807634451.0,10898.0,2024-03-15 00:36:18,2024-03-15 00:41:18,5.0,4.64,On Time,Traffic
3046341241.0,42558.0,2023-10-03 17:30:24,2023-10-03 17:26:24,-4.0,1.4,On Time,
485687952.0,41920.0,2023-03-26 19:53:56,2023-03-26 20:05:56,12.0,1.05,Slightly Delayed,Traffic
7660904370.0,82481.0,2024-05-09 14:29:30,2024-05-09 14:41:30,12.0,4.8,Slightly Delayed,Traffic
9753033954.0,66167.0,2023-07-02 01:47:28,2023-07-02 01:46:28,-1.0,3.49,On Time,
9509887699.0,83668.0,2024-01-13 11:19:16,2024-01-13 11:18:16,-1.0,1.44,On Time,
1054122071.0,29382.0,2023-11-22 08:56:23,2023-11-22 08:58:23,2.0,2.96,On Time,Traffic
9135272808.0,58954.0,2024-03-01 23:24:19,2024-03-01 23:22:19,-2.0,3.77,On Time,
597447215.0,56770.0,2024-09-04 22:25:51,2024-09-04 22:20:51,-5.0,3.05,On Time,
5562099656.0,78737.0,2024-06-12 02:53:04,2024-06-12 02:58:04,5.0,4.23,On Time,Traffic
4122736828.0,47529.0,2024-07-02 13:15:31,2024-07-02 13:12:31,-3.0,2.49,On Time,
7238138072.0,70201.0,2024-08-26 06:00:35,2024-08-26 05:55:35,-5.0,2.2,On Time,
6244736404.0,74025.0,2024-08-19 09:30:35,2024-08-19 09:40:35,10.0,0.66,Slightly Delayed,Traffic
1297341963.0,78118.0,2024-07-28 21:58:40,2024-07-28 21:56:40,-2.0,1.23,On Time,
3842442278.0,34292.0,2024-10-27 03:01:39,2024-10-27 02:57:39,-4.0,3.4,On Time,
9576684860.0,49015.0,2023-04-28 20:17:38,2023-04-28 20:25:38,8.0,3.99,Slightly Delayed,Traffic
1592757566.0,26609.0,2024-07-17 15:24:40,2024-07-17 15:44:40,20.0,2.61,Significantly Delayed,Traffic
5060677329.0,2549.0,2024-03-29 08:32:16,2024-03-29 08:47:16,15.0,3.19,Slightly Delayed,Traffic
2241930006.0,48832.0,2023-11-05 03:20:55,2023-11-05 03:48:55,28.0,4.78,Significantly Delayed,Traffic
3246505078.0,70745.0,2024-08-15 20:57:26,2024-08-15 21:17:26,20.0,4.47,Significantly Delayed,Traffic
5870152806.0,41777.0,2024-03-23 04:07:26,2024-03-23 04:02:26,-5.0,0.51,On Time,
