campaign_id,campaign_name,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas
166886.0,Referral Program,Premium,SMS,2629.0,756.0,26.0,3574.08,7522.36,1.98
81080.0,New User Discount,All,SMS,7792.0,784.0,90.0,1798.8,3943.84,2.86
467373.0,Weekend Special,Inactive,Social Media,5335.0,693.0,76.0,3427.39,8500.54,2.83
556175.0,Festival Offer,Inactive,Email,5224.0,377.0,11.0,2967.36,5461.8,2.02
184133.0,Flash Sale,All,SMS,4938.0,556.0,52.0,1232.91,2892.73,1.58
862372.0,Membership Drive,Inactive,App,3247.0,282.0,70.0,1865.25,8709.17,3.05
54772.0,Category Promotion,All,App,9679.0,725.0,83.0,3628.95,5918.21,1.59
169545.0,App Push Notification,All,App,4042.0,249.0,56.0,2741.56,7066.93,3.12
124610.0,Email Campaign,Premium,Social Media,9464.0,848.0,32.0,2229.1,5642.77,3.03
723700.0,Referral Program,All,App,7223.0,529.0,10.0,4659.41,7791.85,3.13
54604.0,New User Discount,Premium,Social Media,3850.0,149.0,74.0,1265.22,4637.3,3.12
567737.0,Weekend Special,Inactive,Email,3093.0,262.0,78.0,2924.72,4521.23,3.84
376369.0,Festival Offer,All,SMS,9931.0,889.0,28.0,3276.54,6644.46,3.48
772462.0,Flash Sale,All,App,3842.0,180.0,25.0,3638.26,6281.78,2.1
846900.0,Membership Drive,Premium,Email,4760.0,422.0,56.0,3286.36,9180.9,3.0
809480.0,Category Promotion,Premium,SMS,7565.0,915.0,23.0,3489.52,7052.61,2.74
888464.0,App Push Notification,New Users,SMS,2956.0,141.0,43.0,4048.42,5658.82,2.2
213728.0,Email Campaign,Premium,Email,8210.0,935.0,58.0,2795.2,6047.38,2.31
127966.0,Referral Program,Premium,Email,4956.0,584.0,75.0,3771.9,6463.44,2.97
69938.0,New User Discount,Inactive,App,4510.0,809.0,96.0,3110.1,6764.98,2.06
628694.0,Weekend Special,Inactive,App,7696.0,740.0,30.0,4977.55,4373.22,1.74
969239.0,Festival Offer,All,App,7977.0,149.0,37.0,4514.95,5177.34,2.63
274150.0,Flash Sale,Premium,SMS,3703.0,115.0,43.0,2486.13,3557.85,3.34
692762.0,Membership Drive,Inactive,Social Media,7660.0,129.0,10.0,2003.11,2964.52,3.13
705971.0,Category Promotion,Inactive,SMS,9304.0,336.0,36.0,2194.51,9169.32,2.53
253036.0,App Push Notification,Inactive,App,1209.0,216.0,25.0,2752.45,8394.96,2.29
182648.0,Email Campaign,Premium,Social Media,8244.0,433.0,63.0,2518.04,7213.87,2.65
288525.0,Referral Program,New Users,App,2875.0,845.0,50.0,1552.18,9404.18,3.04
817895.0,New User Discount,All,Email,1355.0,296.0,82.0,3472.55,8513.25,1.75
782906.0,Weekend Special,All,Email,4620.0,643.0,61.0,1129.88,9626.29,2.44
715842.0,Festival Offer,New Users,Social Media,3036.0,616.0,22.0,2107.4,8586.18,3.71
436135.0,Flash Sale,New Users,SMS,6498.0,327.0,62.0,4013.69,3495.04,1.89
720481.0,Membership Drive,Premium,Email,5610.0,684.0,11.0,3656.24,8520.82,2.53
796370.0,Category Promotion,All,SMS,9355.0,721.0,35.0,4009.72,7498.45,3.45
921510.0,App Push Notification,Premium,Social Media,1406.0,747.0,45.0,3243.81,2431.46,2.02
336324.0,Email Campaign,Premium,SMS,7441.0,940.0,20.0,4885.9,9464.14,3.08
227674.0,Referral Program,Inactive,Email,6464.0,990.0,56.0,2653.22,8806.88,3.38
779698.0,New User Discount,Inactive,Social Media,6314.0,968.0,20.0,2430.17,3313.77,2.28
27136.0,Weekend Special,Inactive,Social Media,3081.0,663.0,98.0,4462.35,5634.3,3.03
367050.0,Festival Offer,All,App,2827.0,368.0,70.0,1859.92,7222.11,1.64
884549.0,Flash Sale,All,Email,3824.0,512.0,18.0,1011.12,4223.28,3.7
986752.0,Membership Drive,Premium,Email,3575.0,737.0,47.0,3896.84,4303.13,3.83
69862.0,Category Promotion,All,Social Media,7266.0,643.0,72.0,2974.19,9085.9,2.78
575066.0,App Push Notification,Inactive,App,7977.0,302.0,56.0,3983.37,9691.47,1.82
867631.0,Email Campaign,Inactive,Email,1298.0,897.0,19.0,4730.77,3047.53,2.42
992548.0,Referral Program,All,SMS,2955.0,130.0,69.0,3239.74,7024.88,2.4
370831.0,New User Discount,All,SMS,3971.0,252.0,53.0,4938.28,9863.18,2.43
972938.0,Weekend Special,Premium,SMS,8867.0,168.0,29.0,4295.72,7068.8,1.52
666778.0,Festival Offer,All,App,9556.0,312.0,30.0,3153.14,7350.63,2.32
709437.0,Flash Sale,Inactive,Email,6563.0,173.0,55.0,4805.06,2820.35,2.2
89439.0,Membership Drive,Inactive,Social Media,3764.0,559.0,78.0,3072.25,5487.27,1.52
687834.0,Category Promotion,All,Email,3896.0,881.0,13.0,1827.35,7296.21,3.1
497519.0,App Push Notification,Inactive,App,3319.0,572.0,50.0,2778.66,5632.85,3.65
338168.0,Email Campaign,All,Email,1945.0,665.0,47.0,4974.13,5464.2,1.59
804688.0,Referral Program,New Users,Email,7284.0,154.0,16.0,2848.33,8076.66,3.34
780485.0,New User Discount,All,App,1819.0,995.0,78.0,4986.38,7138.51,2.13
547115.0,Weekend Special,Inactive,SMS,4656.0,535.0,29.0,3311.28,7686.73,2.14
227016.0,Festival Offer,New Users,Social Media,4233.0,297.0,86.0,3920.5,5730.42,3.24
425704.0,Flash Sale,Premium,Email,3559.0,724.0,58.0,4851.57,3589.65,1.69
731367.0,Membership Drive,All,App,2501.0,541.0,43.0,1026.38,4163.05,1.55
614126.0,Category Promotion,All,Social Media,8922.0,765.0,75.0,1243.83,6716.25,2.51
751624.0,App Push Notification,Inactive,SMS,7284.0,596.0,50.0,2584.0,5175.76,1.56
962131.0,Email Campaign,Inactive,Email,5284.0,969.0,68.0,2809.88,7560.78,3.34
590925.0,Referral Program,Premium,Email,8234.0,914.0,29.0,1899.6,8064.61,1.7
377293.0,New User Discount,Inactive,Social Media,7771.0,575.0,49.0,4311.66,2839.56,2.15
102043.0,Weekend Special,Inactive,App,7307.0,390.0,42.0,2870.92,8166.53,2.53
682120.0,Festival Offer,New Users,App,9806.0,804.0,91.0,4579.07,2116.41,1.69
556237.0,Flash Sale,Inactive,App,8061.0,906.0,83.0,4928.0,2849.73,3.36
536075.0,Membership Drive,All,Email,3374.0,447.0,72.0,3431.27,7819.18,1.79
799187.0,Category Promotion,Inactive,SMS,8219.0,111.0,29.0,4629.74,3194.92,1.96
660547.0,App Push Notification,Inactive,App,5188.0,873.0,40.0,2262.6,8709.88,3.41
548705.0,Email Campaign,All,SMS,3026.0,884.0,51.0,1266.83,5419.23,3.63
461527.0,Referral Program,Inactive,App,7153.0,641.0,98.0,4563.68,8629.79,2.59
303557.0,New User Discount,New Users,SMS,2155.0,682.0,89.0,2401.05,7405.77,3.08
698668.0,Weekend Special,Premium,App,1929.0,563.0,56.0,3292.83,4768.12,2.98
184088.0,Festival Offer,New Users,Email,3280.0,568.0,86.0,1233.29,5501.87,3.61
895095.0,Flash Sale,Inactive,App,1306.0,440.0,66.0,3135.58,7797.98,2.86
635618.0,Membership Drive,New Users,App,7959.0,389.0,63.0,4901.15,2434.26,3.56
133861.0,Category Promotion,All,App,3083.0,637.0,99.0,3039.8,6757.26,3.04
273112.0,App Push Notification,New Users,SMS,4825.0,890.0,60.0,4971.96,6051.97,3.51
429218.0,Email Campaign,Premium,Social Media,4915.0,743.0,68.0,2927.68,7764.72,3.39
299733.0,Referral Program,Inactive,App,7883.0,566.0,69.0,4658.57,4550.79,3.09
814579.0,New User Discount,Premium,SMS,4921.0,712.0,97.0,3667.84,2493.24,3.34
703493.0,Weekend Special,Premium,App,7636.0,748.0,93.0,4831.1,8736.93,3.7
304163.0,Festival Offer,New Users,SMS,9383.0,716.0,99.0,4343.35,3781.41,3.86
5891.0,Flash Sale,Premium,SMS,2333.0,976.0,96.0,4851.75,2280.15,1.77
521813.0,Membership Drive,All,App,2775.0,654.0,34.0,4022.17,3607.6,2.77
630300.0,Category Promotion,Inactive,Social Media,7652.0,490.0,50.0,4462.33,3602.84,1.74
222013.0,App Push Notification,All,App,5590.0,525.0,65.0,4865.84,8038.75,3.45
162388.0,Email Campaign,Inactive,Social Media,1465.0,213.0,61.0,2476.41,7904.47,2.89
1966.0,Referral Program,All,App,1515.0,924.0,96.0,3621.59,5330.49,3.92
55594.0,New User Discount,Premium,Email,4990.0,531.0,26.0,2983.34,6924.21,2.7
922544.0,Weekend Special,New Users,Email,2546.0,293.0,25.0,1171.18,2739.18,2.96
758868.0,Festival Offer,All,Email,3963.0,196.0,12.0,1571.37,8652.94,3.17
221516.0,Flash Sale,New Users,Social Media,5859.0,658.0,41.0,1160.27,4796.48,3.75
423614.0,Membership Drive,All,Social Media,4714.0,852.0,37.0,2305.05,8529.82,2.15
119485.0,Category Promotion,All,SMS,4253.0,931.0,40.0,4987.84,5521.58,2.18
186094.0,App Push Notification,Inactive,SMS,5915.0,402.0,50.0,2214.75,2233.47,2.87
304479.0,Email Campaign,Premium,App,7675.0,417.0,88.0,2789.71,9339.14,2.54
130880.0,Referral Program,Premium,SMS,7911.0,867.0,72.0,2811.38,2963.7,3.16
244611.0,New User Discount,New Users,Social Media,6321.0,187.0,84.0,4371.65,8343.1,3.89
88954.0,Weekend Special,All,SMS,7738.0,665.0,43.0,3656.55,9710.03,3.09
403916.0,Festival Offer,Premium,App,6960.0,997.0,25.0,1658.6,2594.59,2.83
759311.0,Flash Sale,New Users,Social Media,7954.0,845.0,83.0,1246.38,7315.92,2.84
571275.0,Membership Drive,Inactive,Email,4154.0,845.0,58.0,3219.98,7299.54,2.91
51824.0,Category Promotion,Premium,Social Media,1672.0,432.0,17.0,4330.69,6671.78,2.37
943235.0,App Push Notification,Inactive,Social Media,6764.0,228.0,49.0,4512.66,4955.98,1.87
275526.0,Email Campaign,All,App,4561.0,692.0,18.0,3934.35,3673.46,3.12
912695.0,Referral Program,Inactive,Email,1111.0,233.0,34.0,4448.72,6160.27,2.96
251216.0,New User Discount,Premium,Email,2114.0,546.0,46.0,1765.54,7031.51,3.82
762137.0,Weekend Special,New Users,SMS,6175.0,682.0,79.0,1510.5,4191.05,1.64
594632.0,Festival Offer,All,App,6917.0,204.0,13.0,4736.98,6076.13,3.95
23520.0,Flash Sale,New Users,App,2732.0,634.0,48.0,1120.18,7095.81,3.02
465937.0,Membership Drive,New Users,SMS,7461.0,762.0,17.0,3075.9,4295.43,2.01
677909.0,Category Promotion,Inactive,App,6879.0,281.0,67.0,1482.59,8928.52,3.67
316186.0,App Push Notification,New Users,App,7950.0,768.0,37.0,4374.78,4830.83,3.2
720847.0,Email Campaign,Premium,App,3938.0,998.0,77.0,4701.87,6442.54,3.86
403077.0,Referral Program,All,Social Media,7565.0,420.0,76.0,4381.73,8518.67,2.99
606513.0,New User Discount,Inactive,Email,3160.0,477.0,90.0,3344.65,6653.97,3.14
456050.0,Weekend Special,New Users,Email,1044.0,882.0,94.0,4013.88,6635.48,1.65
436310.0,Festival Offer,New Users,Email,6525.0,988.0,58.0,3159.26,3091.38,3.81
669182.0,Flash Sale,Premium,SMS,7621.0,643.0,26.0,1998.75,9531.89,2.95
594914.0,Membership Drive,Premium,Email,6930.0,939.0,70.0,2594.55,4301.0,3.7
424670.0,Category Promotion,Premium,App,1444.0,152.0,71.0,2805.14,9714.68,2.36
65645.0,App Push Notification,New Users,Social Media,7384.0,986.0,65.0,4132.36,3756.11,2.97
33915.0,Email Campaign,Inactive,App,5404.0,569.0,80.0,3626.89,3659.99,2.8
803902.0,Referral Program,Premium,SMS,5077.0,473.0,41.0,2580.18,2398.48,1.99
131270.0,New User Discount,New Users,Email,7761.0,945.0,68.0,1487.79,3090.76,1.83
331187.0,Weekend Special,New Users,SMS,2132.0,512.0,46.0,4171.41,3832.22,2.93
290631.0,Festival Offer,New Users,Email,5334.0,360.0,22.0,1139.89,8894.52,3.05
38412.0,Flash Sale,Inactive,App,3952.0,731.0,54.0,3131.76,7342.56,1.53
832797.0,Membership Drive,Inactive,SMS,7466.0,103.0,38.0,3591.2,2103.74,2.01
193101.0,Category Promotion,Premium,Email,1897.0,860.0,94.0,3452.59,2721.55,1.52
818942.0,App Push Notification,New Users,Email,1498.0,220.0,59.0,4045.16,3284.97,3.29
282366.0,Email Campaign,Premium,Email,5310.0,774.0,44.0,1266.95,6411.71,3.85
975633.0,Referral Program,Inactive,Email,1204.0,498.0,56.0,3227.61,2448.78,3.64
203140.0,New User Discount,Premium,Email,4338.0,488.0,35.0,4529.84,5374.49,1.73
813083.0,Weekend Special,All,Email,8328.0,580.0,55.0,4854.84,9204.49,2.23
628968.0,Festival Offer,Inactive,SMS,5139.0,514.0,42.0,2816.39,3514.78,2.65
104067.0,Flash Sale,Inactive,Social Media,8835.0,929.0,89.0,1586.68,7113.0,3.07
997019.0,Membership Drive,Premium,Social Media,4463.0,248.0,12.0,2672.66,6233.93,2.69
549440.0,Category Promotion,Premium,App,8080.0,427.0,26.0,4881.88,9391.55,1.58
691873.0,App Push Notification,All,Social Media,5652.0,128.0,43.0,3702.41,8025.93,3.98
107594.0,Email Campaign,All,Email,3925.0,618.0,39.0,1791.31,6558.83,1.78
558647.0,Referral Program,Premium,App,7824.0,283.0,77.0,1351.43,9797.02,1.89
675663.0,New User Discount,Premium,Social Media,2017.0,666.0,58.0,4614.46,2352.58,2.61
780455.0,Weekend Special,All,App,9298.0,184.0,82.0,4161.56,9147.46,2.42
562182.0,Festival Offer,All,Email,7412.0,685.0,17.0,1043.7,5438.85,1.94
319024.0,Flash Sale,Premium,App,4392.0,130.0,56.0,1103.91,8439.46,1.79
539170.0,Membership Drive,New Users,Email,2867.0,348.0,36.0,3892.36,3876.93,2.13
579100.0,Category Promotion,Premium,Email,9588.0,472.0,23.0,2439.33,2489.44,1.53
695056.0,App Push Notification,New Users,Social Media,6103.0,748.0,86.0,2302.33,7127.26,3.27
509838.0,Email Campaign,Inactive,Social Media,2310.0,333.0,46.0,1001.64,5810.57,1.69
917018.0,Referral Program,Inactive,Social Media,1152.0,690.0,99.0,1005.0,4625.85,2.33
709741.0,New User Discount,All,App,4332.0,460.0,65.0,3744.78,7675.11,2.7
147381.0,Weekend Special,New Users,Email,8409.0,376.0,72.0,3483.01,6200.81,3.99
268193.0,Festival Offer,Premium,SMS,5799.0,673.0,24.0,1759.2,7800.62,2.28
874292.0,Flash Sale,All,SMS,9338.0,718.0,51.0,3121.12,6324.27,1.87
666231.0,Membership Drive,Inactive,Social Media,3335.0,363.0,43.0,2568.98,9083.77,1.64
854434.0,Category Promotion,Premium,Social Media,8922.0,341.0,36.0,1539.19,4216.18,2.34
937934.0,App Push Notification,Inactive,App,2142.0,297.0,17.0,4271.51,5178.49,1.96
160804.0,Email Campaign,New Users,Social Media,5862.0,627.0,50.0,3294.6,2783.4,2.36
263743.0,Referral Program,Inactive,App,1915.0,755.0,93.0,3763.84,4407.4,2.1
608413.0,New User Discount,All,Social Media,8190.0,822.0,75.0,4622.25,8360.96,3.9
296374.0,Weekend Special,Premium,Email,5930.0,860.0,69.0,4851.63,7365.3,3.64
551476.0,Festival Offer,Inactive,App,7483.0,531.0,79.0,2613.74,6458.45,2.2
335027.0,Flash Sale,All,Email,8302.0,559.0,53.0,3655.67,8143.15,3.42
907176.0,Membership Drive,Premium,SMS,4824.0,255.0,75.0,1681.34,3927.97,3.6
481432.0,Category Promotion,Premium,Email,5516.0,566.0,67.0,4108.23,6037.21,3.84
7847.0,App Push Notification,All,SMS,4556.0,955.0,78.0,1163.12,3696.71,3.11
800383.0,Email Campaign,Inactive,Social Media,3913.0,588.0,33.0,3438.17,8343.04,3.23
125844.0,Referral Program,Inactive,App,4513.0,176.0,31.0,2615.18,5040.28,2.67
634113.0,New User Discount,New Users,App,8484.0,946.0,53.0,2318.47,5748.4,2.06
614117.0,Weekend Special,Premium,SMS,1972.0,385.0,13.0,4477.51,8058.4,2.02
728034.0,Festival Offer,New Users,App,6781.0,797.0,72.0,4823.82,7398.63,2.02
261225.0,Flash Sale,All,App,9883.0,691.0,100.0,2077.51,6378.87,2.26
337094.0,Membership Drive,New Users,SMS,8815.0,872.0,10.0,2548.59,9641.1,2.66
286120.0,Category Promotion,New Users,Social Media,6234.0,938.0,69.0,3395.14,6242.52,2.21
758184.0,App Push Notification,All,Social Media,1736.0,662.0,44.0,1487.89,2878.17,3.69
465005.0,Email Campaign,Premium,SMS,3781.0,785.0,17.0,1003.74,2537.58,3.54
974675.0,Referral Program,Premium,App,2911.0,748.0,77.0,4334.34,9047.32,2.55
323930.0,New User Discount,Inactive,App,6643.0,911.0,98.0,4653.49,8463.58,3.81
414375.0,Weekend Special,All,SMS,2920.0,756.0,38.0,2289.65,8191.09,1.8
208480.0,Festival Offer,Premium,SMS,7569.0,635.0,35.0,1637.0,8332.56,2.45
901057.0,Flash Sale,All,Social Media,6447.0,190.0,14.0,1781.82,5566.88,3.29
929469.0,Membership Drive,Premium,SMS,6249.0,835.0,29.0,1468.29,8753.86,1.63
572560.0,Category Promotion,Premium,Email,3292.0,232.0,49.0,1464.95,9553.86,2.09
754004.0,App Push Notification,Premium,SMS,2490.0,917.0,27.0,4603.79,6266.45,2.03
516036.0,Email Campaign,New Users,App,5904.0,693.0,79.0,3829.55,3327.78,3.33
345842.0,Referral Program,Premium,App,4740.0,589.0,34.0,4973.04,2934.5,2.08
503189.0,New User Discount,All,Email,7381.0,175.0,34.0,4470.77,7587.44,1.9
733405.0,Weekend Special,New Users,Email,8045.0,437.0,66.0,2813.81,6769.39,2.8
637524.0,Festival Offer,Inactive,Email,8059.0,298.0,81.0,3677.63,8321.77,2.69
821373.0,Flash Sale,Inactive,Email,3211.0,412.0,46.0,1645.04,7723.1,2.0
567412.0,Membership Drive,All,Social Media,7170.0,312.0,25.0,3692.45,4329.54,3.67
372223.0,Category Promotion,Inactive,Email,3986.0,492.0,50.0,3888.91,4894.63,2.39
402032.0,App Push Notification,All,SMS,5473.0,334.0,91.0,3286.49,8320.97,2.87
544562.0,Email Campaign,Inactive,App,3626.0,517.0,26.0,4898.32,2826.17,2.29
688809.0,Referral Program,All,Social Media,1939.0,166.0,15.0,3686.11,9021.3,2.58
482783.0,New User Discount,New Users,SMS,8120.0,243.0,37.0,4961.69,7083.77,3.66
100438.0,Weekend Special,Premium,Email,7651.0,575.0,30.0,1819.94,8889.88,3.55
156818.0,Festival Offer,Premium,SMS,8842.0,731.0,49.0,2006.5,5537.53,1.73
992276.0,Flash Sale,All,Social Media,2292.0,975.0,71.0,2306.65,7002.08,2.42
791007.0,Membership Drive,Premium,Social Media,8837.0,613.0,80.0,4690.93,8167.9,2.31
856955.0,Category Promotion,New Users,App,9042.0,228.0,54.0,4882.17,6162.55,2.7
502211.0,App Push Notification,Inactive,Social Media,8187.0,627.0,31.0,2061.34,3802.35,1.85
244847.0,Email Campaign,New Users,Social Media,7058.0,534.0,72.0,1964.28,5347.66,3.1
404966.0,Referral Program,All,Email,8314.0,748.0,68.0,4915.11,6474.87,2.26
696282.0,New User Discount,All,App,4809.0,452.0,56.0,4390.68,3236.03,3.65
424370.0,Weekend Special,Premium,App,5015.0,384.0,33.0,2029.69,8689.53,3.2
705062.0,Festival Offer,Inactive,Email,2525.0,981.0,90.0,3110.52,9400.26,2.27
546510.0,Flash Sale,New Users,SMS,8521.0,853.0,57.0,1430.37,7319.07,2.39
633588.0,Membership Drive,New Users,Social Media,3967.0,491.0,14.0,1227.33,6454.6,2.79
399272.0,Category Promotion,Inactive,Social Media,6403.0,402.0,95.0,2811.47,3664.74,2.22
233151.0,App Push Notification,Inactive,App,6735.0,722.0,99.0,3116.17,7836.34,2.66
584545.0,Email Campaign,Premium,Email,9595.0,219.0,76.0,3139.81,7330.31,2.5
397862.0,Referral Program,Premium,Social Media,4450.0,581.0,60.0,3597.88,2802.28,2.95
362364.0,New User Discount,Premium,Social Media,6232.0,943.0,24.0,3811.42,7948.0,2.08
539033.0,Weekend Special,Inactive,App,2741.0,419.0,62.0,3911.23,2955.67,2.4
676015.0,Festival Offer,Inactive,Social Media,7727.0,610.0,94.0,4262.46,3880.45,2.83
226154.0,Flash Sale,Inactive,SMS,7178.0,474.0,58.0,1539.4,4674.56,3.2
108908.0,Membership Drive,Inactive,Social Media,7143.0,707.0,48.0,2205.06,4584.15,2.8
272500.0,Category Promotion,All,App,9834.0,124.0,50.0,1448.38,5272.86,1.83
83441.0,App Push Notification,New Users,Social Media,6234.0,216.0,14.0,4251.45,3850.69,1.52
596814.0,Email Campaign,Inactive,Email,2352.0,804.0,36.0,4421.23,6058.77,3.14
956713.0,Referral Program,All,Email,5320.0,418.0,54.0,2313.02,9477.86,2.32
96443.0,New User Discount,Premium,SMS,8087.0,288.0,23.0,3386.38,6585.01,2.59
46328.0,Weekend Special,Inactive,Social Media,9716.0,876.0,77.0,2058.48,3654.76,1.81
853731.0,Festival Offer,Inactive,App,5178.0,218.0,20.0,4346.45,8248.94,2.5
306730.0,Flash Sale,Inactive,Email,2520.0,281.0,63.0,3634.05,8481.23,2.51
709860.0,Membership Drive,New Users,App,4777.0,165.0,18.0,1347.85,3956.09,3.27
958569.0,Category Promotion,New Users,Email,6554.0,262.0,54.0,2766.46,7891.14,3.67
704835.0,App Push Notification,Inactive,Email,5758.0,563.0,32.0,1431.46,5825.97,1.69
952949.0,Email Campaign,All,SMS,1867.0,252.0,32.0,3601.37,6013.29,2.84
66920.0,Referral Program,Inactive,Social Media,1844.0,424.0,66.0,3701.77,9927.17,3.33
502555.0,New User Discount,New Users,App,9249.0,700.0,12.0,1593.91,8503.44,1.96
596296.0,Weekend Special,All,App,1334.0,902.0,90.0,2481.0,6132.47,1.97
366737.0,Festival Offer,Inactive,Email,9644.0,459.0,76.0,4939.87,9933.28,1.55
342656.0,Flash Sale,All,SMS,3372.0,116.0,81.0,2118.14,5915.73,2.49
40100.0,Membership Drive,All,SMS,7337.0,294.0,16.0,1919.72,8444.14,1.9
87706.0,Category Promotion,All,SMS,5168.0,446.0,96.0,1129.17,9219.79,1.77
308000.0,App Push Notification,New Users,Social Media,4400.0,401.0,40.0,1804.59,3354.44,2.75
428184.0,Email Campaign,All,App,2536.0,230.0,81.0,4318.81,5181.51,3.6
373268.0,Referral Program,New Users,Email,6134.0,546.0,10.0,2054.83,2564.13,1.8
122101.0,New User Discount,All,App,3479.0,954.0,57.0,3021.8,4040.04,3.2
618357.0,Weekend Special,Premium,App,5190.0,593.0,77.0,1721.69,4378.18,2.31
589864.0,Festival Offer,New Users,SMS,2172.0,426.0,94.0,3879.69,4710.66,2.3
925095.0,Flash Sale,New Users,App,4406.0,329.0,92.0,1816.05,6484.66,3.59
289839.0,Membership Drive,Premium,Email,8135.0,506.0,24.0,2226.15,3841.39,3.29
56268.0,Category Promotion,All,SMS,2829.0,908.0,95.0,1635.16,2569.2,2.15
254950.0,App Push Notification,Inactive,SMS,3649.0,709.0,99.0,4749.37,7122.19,1.64
727821.0,Email Campaign,Premium,Email,2701.0,978.0,20.0,1421.95,7018.42,2.39
409984.0,Referral Program,New Users,Email,7777.0,948.0,28.0,4731.42,7969.46,1.5
382434.0,New User Discount,All,SMS,5051.0,126.0,55.0,1804.81,4267.67,2.59
616474.0,Weekend Special,All,Email,8476.0,616.0,96.0,2359.49,8603.51,1.99
941075.0,Festival Offer,Inactive,Social Media,7447.0,134.0,88.0,4941.09,4202.73,3.99
814469.0,Flash Sale,New Users,SMS,5349.0,124.0,70.0,2643.77,5842.61,1.74
761712.0,Membership Drive,New Users,Social Media,4335.0,449.0,51.0,2927.23,2265.16,2.73
480269.0,Category Promotion,All,Social Media,8583.0,248.0,87.0,4772.71,9982.95,1.93
886789.0,App Push Notification,Inactive,Social Media,2073.0,179.0,46.0,3028.51,2627.73,3.14
974288.0,Email Campaign,New Users,SMS,7432.0,278.0,59.0,4961.52,4296.48,3.46
60550.0,Referral Program,Premium,Email,9811.0,210.0,12.0,3460.17,2660.14,2.3
165799.0,New User Discount,All,App,5023.0,244.0,34.0,1671.9,4680.2,3.85
340263.0,Weekend Special,Premium,Social Media,8305.0,328.0,33.0,1803.95,4342.73,2.87
351998.0,Festival Offer,Inactive,Email,9923.0,616.0,20.0,2271.38,9558.91,2.12
677124.0,Flash Sale,Premium,App,7560.0,408.0,28.0,1445.97,9099.79,1.86
661716.0,Membership Drive,Premium,SMS,8754.0,128.0,75.0,2729.67,2025.61,3.65
327527.0,Category Promotion,All,App,9436.0,309.0,73.0,2501.44,9452.52,2.63
684140.0,App Push Notification,New Users,Email,3071.0,941.0,61.0,1588.88,4070.75,3.47
638621.0,Email Campaign,Inactive,App,3096.0,404.0,15.0,1909.56,8978.79,3.44
33189.0,Referral Program,Inactive,SMS,9405.0,260.0,35.0,3337.63,6089.44,2.42
479531.0,New User Discount,All,App,8723.0,937.0,16.0,1465.37,7069.76,1.67
517589.0,Weekend Special,Inactive,Social Media,3505.0,650.0,15.0,1373.24,8840.4,2.08
949012.0,Festival Offer,All,SMS,5302.0,834.0,32.0,3486.68,3409.51,2.15
329803.0,Flash Sale,All,Social Media,1307.0,711.0,10.0,3105.23,9568.06,2.43
884946.0,Membership Drive,All,Email,6403.0,619.0,15.0,1731.81,4547.21,2.55
534939.0,Category Promotion,All,Email,1197.0,908.0,67.0,4173.14,9028.71,2.53
366772.0,App Push Notification,All,Social Media,5046.0,811.0,27.0,1418.9,3627.07,2.74
533021.0,Email Campaign,Inactive,Social Media,4953.0,582.0,82.0,2190.85,9890.89,1.94
454551.0,Referral Program,Inactive,Email,5645.0,397.0,20.0,3046.6,7455.61,3.2
593053.0,New User Discount,New Users,App,8235.0,271.0,52.0,3295.3,9339.1,3.72
305542.0,Weekend Special,Inactive,SMS,1790.0,506.0,78.0,2694.62,5617.12,2.62
35694.0,Festival Offer,Inactive,App,2368.0,640.0,93.0,3856.19,7217.4,3.34
925543.0,Flash Sale,New Users,Email,5049.0,180.0,66.0,1154.8,3635.85,2.59
420800.0,Membership Drive,New Users,Email,6732.0,959.0,29.0,4145.05,6497.65,3.99
559123.0,Category Promotion,Inactive,SMS,8081.0,836.0,72.0,4176.09,6158.94,2.96
269055.0,App Push Notification,New Users,Social Media,3849.0,480.0,79.0,3021.42,4742.55,3.02
738777.0,Email Campaign,All,SMS,2682.0,833.0,45.0,3854.34,4134.43,2.07
997672.0,Referral Program,Inactive,App,8949.0,778.0,48.0,1557.76,5176.91,2.95
387569.0,New User Discount,All,App,3541.0,479.0,33.0,2858.44,6749.31,2.89
725889.0,Weekend Special,All,SMS,5476.0,321.0,34.0,3391.98,9478.39,3.06
102220.0,Festival Offer,New Users,Social Media,8134.0,542.0,72.0,4827.8,2122.7,2.75
972880.0,Flash Sale,Premium,App,2686.0,573.0,21.0,3764.41,2938.68,2.4
966908.0,Membership Drive,All,App,4621.0,828.0,30.0,2344.47,4609.71,3.04
780511.0,Category Promotion,Premium,SMS,6298.0,478.0,23.0,3960.47,5612.42,2.59
344444.0,App Push Notification,All,App,8820.0,813.0,20.0,3961.21,5302.11,2.2
807142.0,Email Campaign,New Users,Social Media,9263.0,753.0,24.0,3493.33,8458.35,3.97
654809.0,Referral Program,New Users,SMS,6756.0,673.0,20.0,4965.22,7409.79,2.08
808327.0,New User Discount,Premium,Social Media,7819.0,101.0,18.0,3540.78,5825.03,2.04
384485.0,Weekend Special,All,App,1650.0,113.0,25.0,4786.99,2548.86,2.87
308132.0,Festival Offer,All,App,1550.0,180.0,66.0,1681.47,8836.41,3.04
348245.0,Flash Sale,New Users,Email,3667.0,764.0,44.0,2934.13,4935.82,3.91
25291.0,Membership Drive,New Users,Email,1432.0,983.0,90.0,2871.1,3458.28,1.88
976693.0,Category Promotion,Premium,SMS,5669.0,240.0,49.0,2458.19,7492.08,2.68
